"","Units","scenario","region","gcam-consumer","year","value","Scenario","climate"
"13585","None Specified","Reference","South Asia","FoodDemand_Group3",2100,34031.9,"BaseMult","None"
"13586","None Specified","Reference","South Asia","FoodDemand_Group4",1975,11041.6,"BaseMult","None"
"13587","None Specified","Reference","South Asia","FoodDemand_Group4",1990,15256.9,"BaseMult","None"
"13588","None Specified","Reference","South Asia","FoodDemand_Group4",2005,21094.8,"BaseMult","None"
"13589","None Specified","Reference","South Asia","FoodDemand_Group4",2010,22508.7,"BaseMult","None"
"13590","None Specified","Reference","South Asia","FoodDemand_Group4",2015,23977.6,"BaseMult","None"
"13591","None Specified","Reference","South Asia","FoodDemand_Group4",2020,25646.1,"BaseMult","None"
"13592","None Specified","Reference","South Asia","FoodDemand_Group4",2025,27259.3,"BaseMult","None"
"13593","None Specified","Reference","South Asia","FoodDemand_Group4",2030,28763.2,"BaseMult","None"
"13594","None Specified","Reference","South Asia","FoodDemand_Group4",2035,30139.5,"BaseMult","None"
"13595","None Specified","Reference","South Asia","FoodDemand_Group4",2040,31372,"BaseMult","None"
"13596","None Specified","Reference","South Asia","FoodDemand_Group4",2045,32432,"BaseMult","None"
"13597","None Specified","Reference","South Asia","FoodDemand_Group4",2050,33306.6,"BaseMult","None"
"13598","None Specified","Reference","South Asia","FoodDemand_Group4",2055,33992.4,"BaseMult","None"
"13599","None Specified","Reference","South Asia","FoodDemand_Group4",2060,34484.4,"BaseMult","None"
"13600","None Specified","Reference","South Asia","FoodDemand_Group4",2065,34815.9,"BaseMult","None"
"13601","None Specified","Reference","South Asia","FoodDemand_Group4",2070,35006.1,"BaseMult","None"
"13602","None Specified","Reference","South Asia","FoodDemand_Group4",2075,35076.1,"BaseMult","None"
"13603","None Specified","Reference","South Asia","FoodDemand_Group4",2080,35035.5,"BaseMult","None"
"13604","None Specified","Reference","South Asia","FoodDemand_Group4",2085,34894.6,"BaseMult","None"
"13605","None Specified","Reference","South Asia","FoodDemand_Group4",2090,34667.6,"BaseMult","None"
"13606","None Specified","Reference","South Asia","FoodDemand_Group4",2095,34374.2,"BaseMult","None"
"13607","None Specified","Reference","South Asia","FoodDemand_Group4",2100,34031.9,"BaseMult","None"
"13608","None Specified","Reference","South Asia","FoodDemand_Group5",1975,11041.6,"BaseMult","None"
"13609","None Specified","Reference","South Asia","FoodDemand_Group5",1990,15256.9,"BaseMult","None"
"13610","None Specified","Reference","South Asia","FoodDemand_Group5",2005,21094.8,"BaseMult","None"
"13611","None Specified","Reference","South Asia","FoodDemand_Group5",2010,22508.7,"BaseMult","None"
"13612","None Specified","Reference","South Asia","FoodDemand_Group5",2015,23977.6,"BaseMult","None"
"13613","None Specified","Reference","South Asia","FoodDemand_Group5",2020,25646.1,"BaseMult","None"
"13614","None Specified","Reference","South Asia","FoodDemand_Group5",2025,27259.3,"BaseMult","None"
"13615","None Specified","Reference","South Asia","FoodDemand_Group5",2030,28763.2,"BaseMult","None"
"13616","None Specified","Reference","South Asia","FoodDemand_Group5",2035,30139.5,"BaseMult","None"
"13617","None Specified","Reference","South Asia","FoodDemand_Group5",2040,31372,"BaseMult","None"
"13618","None Specified","Reference","South Asia","FoodDemand_Group5",2045,32432,"BaseMult","None"
"13619","None Specified","Reference","South Asia","FoodDemand_Group5",2050,33306.6,"BaseMult","None"
"13620","None Specified","Reference","South Asia","FoodDemand_Group5",2055,33992.4,"BaseMult","None"
"13621","None Specified","Reference","South Asia","FoodDemand_Group5",2060,34484.4,"BaseMult","None"
"13622","None Specified","Reference","South Asia","FoodDemand_Group5",2065,34815.9,"BaseMult","None"
"13623","None Specified","Reference","South Asia","FoodDemand_Group5",2070,35006.1,"BaseMult","None"
"13624","None Specified","Reference","South Asia","FoodDemand_Group5",2075,35076.1,"BaseMult","None"
"13625","None Specified","Reference","South Asia","FoodDemand_Group5",2080,35035.5,"BaseMult","None"
"13626","None Specified","Reference","South Asia","FoodDemand_Group5",2085,34894.6,"BaseMult","None"
"13627","None Specified","Reference","South Asia","FoodDemand_Group5",2090,34667.6,"BaseMult","None"
"13628","None Specified","Reference","South Asia","FoodDemand_Group5",2095,34374.2,"BaseMult","None"
"13629","None Specified","Reference","South Asia","FoodDemand_Group5",2100,34031.9,"BaseMult","None"
"13630","None Specified","Reference","South Asia","FoodDemand_Group6",1975,11041.6,"BaseMult","None"
"13631","None Specified","Reference","South Asia","FoodDemand_Group6",1990,15256.9,"BaseMult","None"
"13632","None Specified","Reference","South Asia","FoodDemand_Group6",2005,21094.8,"BaseMult","None"
"13633","None Specified","Reference","South Asia","FoodDemand_Group6",2010,22508.7,"BaseMult","None"
"13634","None Specified","Reference","South Asia","FoodDemand_Group6",2015,23977.6,"BaseMult","None"
"13635","None Specified","Reference","South Asia","FoodDemand_Group6",2020,25646.1,"BaseMult","None"
"13636","None Specified","Reference","South Asia","FoodDemand_Group6",2025,27259.3,"BaseMult","None"
"13637","None Specified","Reference","South Asia","FoodDemand_Group6",2030,28763.2,"BaseMult","None"
"13638","None Specified","Reference","South Asia","FoodDemand_Group6",2035,30139.5,"BaseMult","None"
"13639","None Specified","Reference","South Asia","FoodDemand_Group6",2040,31372,"BaseMult","None"
"13640","None Specified","Reference","South Asia","FoodDemand_Group6",2045,32432,"BaseMult","None"
"13641","None Specified","Reference","South Asia","FoodDemand_Group6",2050,33306.6,"BaseMult","None"
"13642","None Specified","Reference","South Asia","FoodDemand_Group6",2055,33992.4,"BaseMult","None"
"13643","None Specified","Reference","South Asia","FoodDemand_Group6",2060,34484.4,"BaseMult","None"
"13644","None Specified","Reference","South Asia","FoodDemand_Group6",2065,34815.9,"BaseMult","None"
"13645","None Specified","Reference","South Asia","FoodDemand_Group6",2070,35006.1,"BaseMult","None"
"13646","None Specified","Reference","South Asia","FoodDemand_Group6",2075,35076.1,"BaseMult","None"
"13647","None Specified","Reference","South Asia","FoodDemand_Group6",2080,35035.5,"BaseMult","None"
"13648","None Specified","Reference","South Asia","FoodDemand_Group6",2085,34894.6,"BaseMult","None"
"13649","None Specified","Reference","South Asia","FoodDemand_Group6",2090,34667.6,"BaseMult","None"
"13650","None Specified","Reference","South Asia","FoodDemand_Group6",2095,34374.2,"BaseMult","None"
"13651","None Specified","Reference","South Asia","FoodDemand_Group6",2100,34031.9,"BaseMult","None"
"13652","None Specified","Reference","South Asia","FoodDemand_Group7",1975,11041.6,"BaseMult","None"
"13653","None Specified","Reference","South Asia","FoodDemand_Group7",1990,15256.9,"BaseMult","None"
"13654","None Specified","Reference","South Asia","FoodDemand_Group7",2005,21094.8,"BaseMult","None"
"13655","None Specified","Reference","South Asia","FoodDemand_Group7",2010,22508.7,"BaseMult","None"
"13656","None Specified","Reference","South Asia","FoodDemand_Group7",2015,23977.6,"BaseMult","None"
"13657","None Specified","Reference","South Asia","FoodDemand_Group7",2020,25646.1,"BaseMult","None"
"13658","None Specified","Reference","South Asia","FoodDemand_Group7",2025,27259.3,"BaseMult","None"
"13659","None Specified","Reference","South Asia","FoodDemand_Group7",2030,28763.2,"BaseMult","None"
"13660","None Specified","Reference","South Asia","FoodDemand_Group7",2035,30139.5,"BaseMult","None"
"13661","None Specified","Reference","South Asia","FoodDemand_Group7",2040,31372,"BaseMult","None"
"13662","None Specified","Reference","South Asia","FoodDemand_Group7",2045,32432,"BaseMult","None"
"13663","None Specified","Reference","South Asia","FoodDemand_Group7",2050,33306.6,"BaseMult","None"
"13664","None Specified","Reference","South Asia","FoodDemand_Group7",2055,33992.4,"BaseMult","None"
"13665","None Specified","Reference","South Asia","FoodDemand_Group7",2060,34484.4,"BaseMult","None"
"13666","None Specified","Reference","South Asia","FoodDemand_Group7",2065,34815.9,"BaseMult","None"
"13667","None Specified","Reference","South Asia","FoodDemand_Group7",2070,35006.1,"BaseMult","None"
"13668","None Specified","Reference","South Asia","FoodDemand_Group7",2075,35076.1,"BaseMult","None"
"13669","None Specified","Reference","South Asia","FoodDemand_Group7",2080,35035.5,"BaseMult","None"
"13670","None Specified","Reference","South Asia","FoodDemand_Group7",2085,34894.6,"BaseMult","None"
"13671","None Specified","Reference","South Asia","FoodDemand_Group7",2090,34667.6,"BaseMult","None"
"13672","None Specified","Reference","South Asia","FoodDemand_Group7",2095,34374.2,"BaseMult","None"
"13673","None Specified","Reference","South Asia","FoodDemand_Group7",2100,34031.9,"BaseMult","None"
"13674","None Specified","Reference","South Asia","FoodDemand_Group8",1975,11041.6,"BaseMult","None"
"13675","None Specified","Reference","South Asia","FoodDemand_Group8",1990,15256.9,"BaseMult","None"
"13676","None Specified","Reference","South Asia","FoodDemand_Group8",2005,21094.8,"BaseMult","None"
"13677","None Specified","Reference","South Asia","FoodDemand_Group8",2010,22508.7,"BaseMult","None"
"13678","None Specified","Reference","South Asia","FoodDemand_Group8",2015,23977.6,"BaseMult","None"
"13679","None Specified","Reference","South Asia","FoodDemand_Group8",2020,25646.1,"BaseMult","None"
"13680","None Specified","Reference","South Asia","FoodDemand_Group8",2025,27259.3,"BaseMult","None"
"13681","None Specified","Reference","South Asia","FoodDemand_Group8",2030,28763.2,"BaseMult","None"
"13682","None Specified","Reference","South Asia","FoodDemand_Group8",2035,30139.5,"BaseMult","None"
"13683","None Specified","Reference","South Asia","FoodDemand_Group8",2040,31372,"BaseMult","None"
"13684","None Specified","Reference","South Asia","FoodDemand_Group8",2045,32432,"BaseMult","None"
"13685","None Specified","Reference","South Asia","FoodDemand_Group8",2050,33306.6,"BaseMult","None"
"13686","None Specified","Reference","South Asia","FoodDemand_Group8",2055,33992.4,"BaseMult","None"
"13687","None Specified","Reference","South Asia","FoodDemand_Group8",2060,34484.4,"BaseMult","None"
"13688","None Specified","Reference","South Asia","FoodDemand_Group8",2065,34815.9,"BaseMult","None"
"13689","None Specified","Reference","South Asia","FoodDemand_Group8",2070,35006.1,"BaseMult","None"
"13690","None Specified","Reference","South Asia","FoodDemand_Group8",2075,35076.1,"BaseMult","None"
"13691","None Specified","Reference","South Asia","FoodDemand_Group8",2080,35035.5,"BaseMult","None"
"13692","None Specified","Reference","South Asia","FoodDemand_Group8",2085,34894.6,"BaseMult","None"
"13693","None Specified","Reference","South Asia","FoodDemand_Group8",2090,34667.6,"BaseMult","None"
"13694","None Specified","Reference","South Asia","FoodDemand_Group8",2095,34374.2,"BaseMult","None"
"13695","None Specified","Reference","South Asia","FoodDemand_Group8",2100,34031.9,"BaseMult","None"
"13696","None Specified","Reference","South Asia","FoodDemand_Group9",1975,11041.6,"BaseMult","None"
"13697","None Specified","Reference","South Asia","FoodDemand_Group9",1990,15256.9,"BaseMult","None"
"13698","None Specified","Reference","South Asia","FoodDemand_Group9",2005,21094.8,"BaseMult","None"
"13699","None Specified","Reference","South Asia","FoodDemand_Group9",2010,22508.7,"BaseMult","None"
"13700","None Specified","Reference","South Asia","FoodDemand_Group9",2015,23977.6,"BaseMult","None"
"13701","None Specified","Reference","South Asia","FoodDemand_Group9",2020,25646.1,"BaseMult","None"
"13702","None Specified","Reference","South Asia","FoodDemand_Group9",2025,27259.3,"BaseMult","None"
"13703","None Specified","Reference","South Asia","FoodDemand_Group9",2030,28763.2,"BaseMult","None"
"13704","None Specified","Reference","South Asia","FoodDemand_Group9",2035,30139.5,"BaseMult","None"
"13705","None Specified","Reference","South Asia","FoodDemand_Group9",2040,31372,"BaseMult","None"
"13706","None Specified","Reference","South Asia","FoodDemand_Group9",2045,32432,"BaseMult","None"
"13707","None Specified","Reference","South Asia","FoodDemand_Group9",2050,33306.6,"BaseMult","None"
"13708","None Specified","Reference","South Asia","FoodDemand_Group9",2055,33992.4,"BaseMult","None"
"13709","None Specified","Reference","South Asia","FoodDemand_Group9",2060,34484.4,"BaseMult","None"
"13710","None Specified","Reference","South Asia","FoodDemand_Group9",2065,34815.9,"BaseMult","None"
"13711","None Specified","Reference","South Asia","FoodDemand_Group9",2070,35006.1,"BaseMult","None"
"13712","None Specified","Reference","South Asia","FoodDemand_Group9",2075,35076.1,"BaseMult","None"
"13713","None Specified","Reference","South Asia","FoodDemand_Group9",2080,35035.5,"BaseMult","None"
"13714","None Specified","Reference","South Asia","FoodDemand_Group9",2085,34894.6,"BaseMult","None"
"13715","None Specified","Reference","South Asia","FoodDemand_Group9",2090,34667.6,"BaseMult","None"
"13716","None Specified","Reference","South Asia","FoodDemand_Group9",2095,34374.2,"BaseMult","None"
"13717","None Specified","Reference","South Asia","FoodDemand_Group9",2100,34031.9,"BaseMult","None"
"13718","None Specified","Reference","South Korea","FoodDemand_Group1",1975,3537.9,"BaseMult","None"
"13719","None Specified","Reference","South Korea","FoodDemand_Group1",1990,4291.8,"BaseMult","None"
"13720","None Specified","Reference","South Korea","FoodDemand_Group1",2005,4870.1,"BaseMult","None"
"13721","None Specified","Reference","South Korea","FoodDemand_Group1",2010,4954.6,"BaseMult","None"
"13722","None Specified","Reference","South Korea","FoodDemand_Group1",2015,5082.3,"BaseMult","None"
"13723","None Specified","Reference","South Korea","FoodDemand_Group1",2020,5131.3,"BaseMult","None"
"13724","None Specified","Reference","South Korea","FoodDemand_Group1",2025,5158.6,"BaseMult","None"
"13725","None Specified","Reference","South Korea","FoodDemand_Group1",2030,5160.7,"BaseMult","None"
"13726","None Specified","Reference","South Korea","FoodDemand_Group1",2035,5127.6,"BaseMult","None"
"13727","None Specified","Reference","South Korea","FoodDemand_Group1",2040,5053.6,"BaseMult","None"
"13728","None Specified","Reference","South Korea","FoodDemand_Group1",2045,4942.4,"BaseMult","None"
"13729","None Specified","Reference","South Korea","FoodDemand_Group1",2050,4799.4,"BaseMult","None"
"13730","None Specified","Reference","South Korea","FoodDemand_Group1",2055,4634.6,"BaseMult","None"
"13731","None Specified","Reference","South Korea","FoodDemand_Group1",2060,4458.8,"BaseMult","None"
"13732","None Specified","Reference","South Korea","FoodDemand_Group1",2065,4276.9,"BaseMult","None"
"13733","None Specified","Reference","South Korea","FoodDemand_Group1",2070,4093.6,"BaseMult","None"
"13734","None Specified","Reference","South Korea","FoodDemand_Group1",2075,3913.1,"BaseMult","None"
"13735","None Specified","Reference","South Korea","FoodDemand_Group1",2080,3738.5,"BaseMult","None"
"13736","None Specified","Reference","South Korea","FoodDemand_Group1",2085,3571.8,"BaseMult","None"
"13737","None Specified","Reference","South Korea","FoodDemand_Group1",2090,3414.3,"BaseMult","None"
"13738","None Specified","Reference","South Korea","FoodDemand_Group1",2095,3266.8,"BaseMult","None"
"13739","None Specified","Reference","South Korea","FoodDemand_Group1",2100,3122.2,"BaseMult","None"
"13740","None Specified","Reference","South Korea","FoodDemand_Group10",1975,3537.9,"BaseMult","None"
"13741","None Specified","Reference","South Korea","FoodDemand_Group10",1990,4291.8,"BaseMult","None"
"13742","None Specified","Reference","South Korea","FoodDemand_Group10",2005,4870.1,"BaseMult","None"
"13743","None Specified","Reference","South Korea","FoodDemand_Group10",2010,4954.6,"BaseMult","None"
"13744","None Specified","Reference","South Korea","FoodDemand_Group10",2015,5082.3,"BaseMult","None"
"13745","None Specified","Reference","South Korea","FoodDemand_Group10",2020,5131.3,"BaseMult","None"
"13746","None Specified","Reference","South Korea","FoodDemand_Group10",2025,5158.6,"BaseMult","None"
"13747","None Specified","Reference","South Korea","FoodDemand_Group10",2030,5160.7,"BaseMult","None"
"13748","None Specified","Reference","South Korea","FoodDemand_Group10",2035,5127.6,"BaseMult","None"
"13749","None Specified","Reference","South Korea","FoodDemand_Group10",2040,5053.6,"BaseMult","None"
"13750","None Specified","Reference","South Korea","FoodDemand_Group10",2045,4942.4,"BaseMult","None"
"13751","None Specified","Reference","South Korea","FoodDemand_Group10",2050,4799.4,"BaseMult","None"
"13752","None Specified","Reference","South Korea","FoodDemand_Group10",2055,4634.6,"BaseMult","None"
"13753","None Specified","Reference","South Korea","FoodDemand_Group10",2060,4458.8,"BaseMult","None"
"13754","None Specified","Reference","South Korea","FoodDemand_Group10",2065,4276.9,"BaseMult","None"
"13755","None Specified","Reference","South Korea","FoodDemand_Group10",2070,4093.6,"BaseMult","None"
"13756","None Specified","Reference","South Korea","FoodDemand_Group10",2075,3913.1,"BaseMult","None"
"13757","None Specified","Reference","South Korea","FoodDemand_Group10",2080,3738.5,"BaseMult","None"
"13758","None Specified","Reference","South Korea","FoodDemand_Group10",2085,3571.8,"BaseMult","None"
"13759","None Specified","Reference","South Korea","FoodDemand_Group10",2090,3414.3,"BaseMult","None"
"13760","None Specified","Reference","South Korea","FoodDemand_Group10",2095,3266.8,"BaseMult","None"
"13761","None Specified","Reference","South Korea","FoodDemand_Group10",2100,3122.2,"BaseMult","None"
"13762","None Specified","Reference","South Korea","FoodDemand_Group2",1975,3537.9,"BaseMult","None"
"13763","None Specified","Reference","South Korea","FoodDemand_Group2",1990,4291.8,"BaseMult","None"
"13764","None Specified","Reference","South Korea","FoodDemand_Group2",2005,4870.1,"BaseMult","None"
"13765","None Specified","Reference","South Korea","FoodDemand_Group2",2010,4954.6,"BaseMult","None"
"13766","None Specified","Reference","South Korea","FoodDemand_Group2",2015,5082.3,"BaseMult","None"
"13767","None Specified","Reference","South Korea","FoodDemand_Group2",2020,5131.3,"BaseMult","None"
"13768","None Specified","Reference","South Korea","FoodDemand_Group2",2025,5158.6,"BaseMult","None"
"13769","None Specified","Reference","South Korea","FoodDemand_Group2",2030,5160.7,"BaseMult","None"
"13770","None Specified","Reference","South Korea","FoodDemand_Group2",2035,5127.6,"BaseMult","None"
"13771","None Specified","Reference","South Korea","FoodDemand_Group2",2040,5053.6,"BaseMult","None"
"13772","None Specified","Reference","South Korea","FoodDemand_Group2",2045,4942.4,"BaseMult","None"
"13773","None Specified","Reference","South Korea","FoodDemand_Group2",2050,4799.4,"BaseMult","None"
"13774","None Specified","Reference","South Korea","FoodDemand_Group2",2055,4634.6,"BaseMult","None"
"13775","None Specified","Reference","South Korea","FoodDemand_Group2",2060,4458.8,"BaseMult","None"
"13776","None Specified","Reference","South Korea","FoodDemand_Group2",2065,4276.9,"BaseMult","None"
"13777","None Specified","Reference","South Korea","FoodDemand_Group2",2070,4093.6,"BaseMult","None"
"13778","None Specified","Reference","South Korea","FoodDemand_Group2",2075,3913.1,"BaseMult","None"
"13779","None Specified","Reference","South Korea","FoodDemand_Group2",2080,3738.5,"BaseMult","None"
"13780","None Specified","Reference","South Korea","FoodDemand_Group2",2085,3571.8,"BaseMult","None"
"13781","None Specified","Reference","South Korea","FoodDemand_Group2",2090,3414.3,"BaseMult","None"
"13782","None Specified","Reference","South Korea","FoodDemand_Group2",2095,3266.8,"BaseMult","None"
"13783","None Specified","Reference","South Korea","FoodDemand_Group2",2100,3122.2,"BaseMult","None"
"13784","None Specified","Reference","South Korea","FoodDemand_Group3",1975,3537.9,"BaseMult","None"
"13785","None Specified","Reference","South Korea","FoodDemand_Group3",1990,4291.8,"BaseMult","None"
"13786","None Specified","Reference","South Korea","FoodDemand_Group3",2005,4870.1,"BaseMult","None"
"13787","None Specified","Reference","South Korea","FoodDemand_Group3",2010,4954.6,"BaseMult","None"
"13788","None Specified","Reference","South Korea","FoodDemand_Group3",2015,5082.3,"BaseMult","None"
"13789","None Specified","Reference","South Korea","FoodDemand_Group3",2020,5131.3,"BaseMult","None"
"13790","None Specified","Reference","South Korea","FoodDemand_Group3",2025,5158.6,"BaseMult","None"
"13791","None Specified","Reference","South Korea","FoodDemand_Group3",2030,5160.7,"BaseMult","None"
"13792","None Specified","Reference","South Korea","FoodDemand_Group3",2035,5127.6,"BaseMult","None"
"13793","None Specified","Reference","South Korea","FoodDemand_Group3",2040,5053.6,"BaseMult","None"
"13794","None Specified","Reference","South Korea","FoodDemand_Group3",2045,4942.4,"BaseMult","None"
"13795","None Specified","Reference","South Korea","FoodDemand_Group3",2050,4799.4,"BaseMult","None"
"13796","None Specified","Reference","South Korea","FoodDemand_Group3",2055,4634.6,"BaseMult","None"
"13797","None Specified","Reference","South Korea","FoodDemand_Group3",2060,4458.8,"BaseMult","None"
"13798","None Specified","Reference","South Korea","FoodDemand_Group3",2065,4276.9,"BaseMult","None"
"13799","None Specified","Reference","South Korea","FoodDemand_Group3",2070,4093.6,"BaseMult","None"
"13800","None Specified","Reference","South Korea","FoodDemand_Group3",2075,3913.1,"BaseMult","None"
"13801","None Specified","Reference","South Korea","FoodDemand_Group3",2080,3738.5,"BaseMult","None"
"13802","None Specified","Reference","South Korea","FoodDemand_Group3",2085,3571.8,"BaseMult","None"
"13803","None Specified","Reference","South Korea","FoodDemand_Group3",2090,3414.3,"BaseMult","None"
"13804","None Specified","Reference","South Korea","FoodDemand_Group3",2095,3266.8,"BaseMult","None"
"13805","None Specified","Reference","South Korea","FoodDemand_Group3",2100,3122.2,"BaseMult","None"
"13806","None Specified","Reference","South Korea","FoodDemand_Group4",1975,3537.9,"BaseMult","None"
"13807","None Specified","Reference","South Korea","FoodDemand_Group4",1990,4291.8,"BaseMult","None"
"13808","None Specified","Reference","South Korea","FoodDemand_Group4",2005,4870.1,"BaseMult","None"
"13809","None Specified","Reference","South Korea","FoodDemand_Group4",2010,4954.6,"BaseMult","None"
"13810","None Specified","Reference","South Korea","FoodDemand_Group4",2015,5082.3,"BaseMult","None"
"13811","None Specified","Reference","South Korea","FoodDemand_Group4",2020,5131.3,"BaseMult","None"
"13812","None Specified","Reference","South Korea","FoodDemand_Group4",2025,5158.6,"BaseMult","None"
"13813","None Specified","Reference","South Korea","FoodDemand_Group4",2030,5160.7,"BaseMult","None"
"13814","None Specified","Reference","South Korea","FoodDemand_Group4",2035,5127.6,"BaseMult","None"
"13815","None Specified","Reference","South Korea","FoodDemand_Group4",2040,5053.6,"BaseMult","None"
"13816","None Specified","Reference","South Korea","FoodDemand_Group4",2045,4942.4,"BaseMult","None"
"13817","None Specified","Reference","South Korea","FoodDemand_Group4",2050,4799.4,"BaseMult","None"
"13818","None Specified","Reference","South Korea","FoodDemand_Group4",2055,4634.6,"BaseMult","None"
"13819","None Specified","Reference","South Korea","FoodDemand_Group4",2060,4458.8,"BaseMult","None"
"13820","None Specified","Reference","South Korea","FoodDemand_Group4",2065,4276.9,"BaseMult","None"
"13821","None Specified","Reference","South Korea","FoodDemand_Group4",2070,4093.6,"BaseMult","None"
"13822","None Specified","Reference","South Korea","FoodDemand_Group4",2075,3913.1,"BaseMult","None"
"13823","None Specified","Reference","South Korea","FoodDemand_Group4",2080,3738.5,"BaseMult","None"
"13824","None Specified","Reference","South Korea","FoodDemand_Group4",2085,3571.8,"BaseMult","None"
"13825","None Specified","Reference","South Korea","FoodDemand_Group4",2090,3414.3,"BaseMult","None"
"13826","None Specified","Reference","South Korea","FoodDemand_Group4",2095,3266.8,"BaseMult","None"
"13827","None Specified","Reference","South Korea","FoodDemand_Group4",2100,3122.2,"BaseMult","None"
"13828","None Specified","Reference","South Korea","FoodDemand_Group5",1975,3537.9,"BaseMult","None"
"13829","None Specified","Reference","South Korea","FoodDemand_Group5",1990,4291.8,"BaseMult","None"
"13830","None Specified","Reference","South Korea","FoodDemand_Group5",2005,4870.1,"BaseMult","None"
"13831","None Specified","Reference","South Korea","FoodDemand_Group5",2010,4954.6,"BaseMult","None"
"13832","None Specified","Reference","South Korea","FoodDemand_Group5",2015,5082.3,"BaseMult","None"
"13833","None Specified","Reference","South Korea","FoodDemand_Group5",2020,5131.3,"BaseMult","None"
"13834","None Specified","Reference","South Korea","FoodDemand_Group5",2025,5158.6,"BaseMult","None"
"13835","None Specified","Reference","South Korea","FoodDemand_Group5",2030,5160.7,"BaseMult","None"
"13836","None Specified","Reference","South Korea","FoodDemand_Group5",2035,5127.6,"BaseMult","None"
"13837","None Specified","Reference","South Korea","FoodDemand_Group5",2040,5053.6,"BaseMult","None"
"13838","None Specified","Reference","South Korea","FoodDemand_Group5",2045,4942.4,"BaseMult","None"
"13839","None Specified","Reference","South Korea","FoodDemand_Group5",2050,4799.4,"BaseMult","None"
"13840","None Specified","Reference","South Korea","FoodDemand_Group5",2055,4634.6,"BaseMult","None"
"13841","None Specified","Reference","South Korea","FoodDemand_Group5",2060,4458.8,"BaseMult","None"
"13842","None Specified","Reference","South Korea","FoodDemand_Group5",2065,4276.9,"BaseMult","None"
"13843","None Specified","Reference","South Korea","FoodDemand_Group5",2070,4093.6,"BaseMult","None"
"13844","None Specified","Reference","South Korea","FoodDemand_Group5",2075,3913.1,"BaseMult","None"
"13845","None Specified","Reference","South Korea","FoodDemand_Group5",2080,3738.5,"BaseMult","None"
"13846","None Specified","Reference","South Korea","FoodDemand_Group5",2085,3571.8,"BaseMult","None"
"13847","None Specified","Reference","South Korea","FoodDemand_Group5",2090,3414.3,"BaseMult","None"
"13848","None Specified","Reference","South Korea","FoodDemand_Group5",2095,3266.8,"BaseMult","None"
"13849","None Specified","Reference","South Korea","FoodDemand_Group5",2100,3122.2,"BaseMult","None"
"13850","None Specified","Reference","South Korea","FoodDemand_Group6",1975,3537.9,"BaseMult","None"
"13851","None Specified","Reference","South Korea","FoodDemand_Group6",1990,4291.8,"BaseMult","None"
"13852","None Specified","Reference","South Korea","FoodDemand_Group6",2005,4870.1,"BaseMult","None"
"13853","None Specified","Reference","South Korea","FoodDemand_Group6",2010,4954.6,"BaseMult","None"
"13854","None Specified","Reference","South Korea","FoodDemand_Group6",2015,5082.3,"BaseMult","None"
"13855","None Specified","Reference","South Korea","FoodDemand_Group6",2020,5131.3,"BaseMult","None"
"13856","None Specified","Reference","South Korea","FoodDemand_Group6",2025,5158.6,"BaseMult","None"
"13857","None Specified","Reference","South Korea","FoodDemand_Group6",2030,5160.7,"BaseMult","None"
"13858","None Specified","Reference","South Korea","FoodDemand_Group6",2035,5127.6,"BaseMult","None"
"13859","None Specified","Reference","South Korea","FoodDemand_Group6",2040,5053.6,"BaseMult","None"
"13860","None Specified","Reference","South Korea","FoodDemand_Group6",2045,4942.4,"BaseMult","None"
"13861","None Specified","Reference","South Korea","FoodDemand_Group6",2050,4799.4,"BaseMult","None"
"13862","None Specified","Reference","South Korea","FoodDemand_Group6",2055,4634.6,"BaseMult","None"
"13863","None Specified","Reference","South Korea","FoodDemand_Group6",2060,4458.8,"BaseMult","None"
"13864","None Specified","Reference","South Korea","FoodDemand_Group6",2065,4276.9,"BaseMult","None"
"13865","None Specified","Reference","South Korea","FoodDemand_Group6",2070,4093.6,"BaseMult","None"
"13866","None Specified","Reference","South Korea","FoodDemand_Group6",2075,3913.1,"BaseMult","None"
"13867","None Specified","Reference","South Korea","FoodDemand_Group6",2080,3738.5,"BaseMult","None"
"13868","None Specified","Reference","South Korea","FoodDemand_Group6",2085,3571.8,"BaseMult","None"
"13869","None Specified","Reference","South Korea","FoodDemand_Group6",2090,3414.3,"BaseMult","None"
"13870","None Specified","Reference","South Korea","FoodDemand_Group6",2095,3266.8,"BaseMult","None"
"13871","None Specified","Reference","South Korea","FoodDemand_Group6",2100,3122.2,"BaseMult","None"
"13872","None Specified","Reference","South Korea","FoodDemand_Group7",1975,3537.9,"BaseMult","None"
"13873","None Specified","Reference","South Korea","FoodDemand_Group7",1990,4291.8,"BaseMult","None"
"13874","None Specified","Reference","South Korea","FoodDemand_Group7",2005,4870.1,"BaseMult","None"
"13875","None Specified","Reference","South Korea","FoodDemand_Group7",2010,4954.6,"BaseMult","None"
"13876","None Specified","Reference","South Korea","FoodDemand_Group7",2015,5082.3,"BaseMult","None"
"13877","None Specified","Reference","South Korea","FoodDemand_Group7",2020,5131.3,"BaseMult","None"
"13878","None Specified","Reference","South Korea","FoodDemand_Group7",2025,5158.6,"BaseMult","None"
"13879","None Specified","Reference","South Korea","FoodDemand_Group7",2030,5160.7,"BaseMult","None"
"13880","None Specified","Reference","South Korea","FoodDemand_Group7",2035,5127.6,"BaseMult","None"
"13881","None Specified","Reference","South Korea","FoodDemand_Group7",2040,5053.6,"BaseMult","None"
