"","L106.income_distributions.region","L106.income_distributions.gcam.consumer","L106.income_distributions.subregional.population.share","L106.income_distributions.subregional.income.share","L106.income_distributions.year"
"3009","Pakistan","d8",0.1,0.11433222,2065
"3010","Southeast Asia","d2",0.1,0.038985596,2085
"3011","EU-12","d3",0.1,0.057342941,2025
"3012","Russia","d7",0.1,0.095972714,2005
"3013","Argentina","d7",0.1,0.099095045,2010
"3014","South Africa","d6",0.1,0.049868058,2060
"3015","Australia_NZ","d1",0.1,0.026231696,2055
"3016","Central America and Caribbean","d10",0.1,0.364687565,1975
"3017","EU-15","d2",0.1,0.041006519,2030
"3018","Russia","d5",0.1,0.075384923,2015
"3019","Central Asia","d3",0.1,0.04952386,2075
"3020","South America_Northern","d3",0.1,0.054961407,2060
"3021","Africa_Northern","d6",0.1,0.08452062,2045
"3022","Pakistan","d9",0.1,0.137711853,2060
"3023","Mexico","d9",0.1,0.154382633,1990
"3024","Russia","d2",0.1,0.03786367,2035
"3025","Middle East","d8",0.1,0.104654118,2005
"3026","China","d10",0.1,0.326888038,2005
"3027","Mexico","d3",0.1,0.050787743,2050
"3028","Argentina","d8",0.1,0.120789605,2005
"3029","Europe_Eastern","d10",0.1,0.189814989,1990
"3030","Middle East","d7",0.1,0.081732961,2040
"3031","South America_Northern","d6",0.1,0.083980939,2040
"3032","China","d3",0.1,0.051364463,2040
"3033","South Asia","d6",0.1,0.089072465,2075
"3034","Africa_Eastern","d4",0.1,0.064731812,2085
"3035","Brazil","d5",0.1,0.054139002,2065
"3036","Southeast Asia","d4",0.1,0.054499455,2070
"3037","Russia","d3",0.1,0.050642351,2025
"3038","Africa_Northern","d9",0.1,0.165033898,2010
"3039","Brazil","d4",0.1,0.042378946,2080
"3040","Africa_Northern","d7",0.1,0.097496936,2040
"3041","Pakistan","d3",0.1,0.071140905,2080
"3042","USA","d2",0.1,0.019867094,2090
"3043","South Africa","d7",0.1,0.06766866,2045
"3044","Africa_Northern","d2",0.1,0.051840875,2065
"3045","Africa_Northern","d5",0.1,0.075081927,2050
"3046","USA","d3",0.1,0.038480587,2005
"3047","Russia","d1",0.1,0.017230583,2095
"3048","South Africa","d8",0.1,0.096566674,2030
"3049","Japan","d2",0.1,0.043152157,2030
"3050","South Asia","d9",0.1,0.144114947,2060
"3051","Middle East","d8",0.1,0.100559393,1975
"3052","Europe_Eastern","d10",0.1,0.248429459,2005
"3053","Middle East","d6",0.1,0.070119526,2050
"3054","Europe_Non_EU","d6",0.1,0.075247523,2025
"3055","USA","d5",0.1,0.073976077,1975
"3056","South Korea","d1",0.1,0.031778679,2035
"3057","South America_Southern","d1",0.1,0.020915117,2100
"3058","Russia","d6",0.1,0.096332422,1975
"3059","Africa_Southern","d8",0.1,0.116173193,2070
"3060","European Free Trade Association","d2",0.1,0.048180896,1975
"3061","Taiwan","d2",0.1,0.052355916,2040
"3062","Africa_Southern","d6",0.1,0.080462906,2080
"3063","Pakistan","d2",0.1,0.06198219,2085
"3064","Canada","d2",0.1,0.04474497,2015
"3065","Canada","d5",0.1,0.0791,1975
"3066","Europe_Non_EU","d4",0.1,0.048738144,2045
"3067","Indonesia","d9",0.1,0.155642437,2030
"3068","Africa_Southern","d4",0.1,0.057400433,2090
"3069","Central America and Caribbean","d6",0.1,0.076150105,2060
"3070","USA","d3",0.1,0.036254818,2015
"3071","Indonesia","d10",0.1,0.281296431,2005
"3072","Canada","d3",0.1,0.061278495,1990
"3073","Africa_Southern","d7",0.1,0.096835296,2075
"3074","Canada","d2",0.1,0.04025617,2025
"3075","European Free Trade Association","d1",0.1,0.0331139,2010
"3076","Africa_Northern","d4",0.1,0.066954369,2055
"3077","South Asia","d2",0.1,0.050782159,2095
"3078","Africa_Southern","d5",0.1,0.067982083,2085
"3079","Colombia","d5",0.1,0.052472705,2065
"3080","Mexico","d4",0.1,0.057528911,2045
"3081","Europe_Non_EU","d3",0.1,0.037036479,2060
"3082","South America_Southern","d4",0.1,0.050837509,2055
"3083","Central America and Caribbean","d2",0.1,0.036594594,2090
"3084","Middle East","d8",0.1,0.113030322,2025
"3085","Africa_Northern","d9",0.1,0.164492715,2015
"3086","Taiwan","d1",0.1,0.036435272,2060
"3087","Europe_Non_EU","d2",0.1,0.0246519,2085
"3088","Japan","d4",0.1,0.063797626,1990
"3089","Central Asia","d6",0.1,0.077918429,2050
"3090","USA","d2",0.1,0.019709845,2095
"3091","Argentina","d5",0.1,0.06653272,2030
"3092","South America_Northern","d2",0.1,0.046596729,2070
"3093","China","d5",0.1,0.070348674,2030
"3094","Central Asia","d2",0.1,0.040440422,2090
"3095","India","d10",0.1,0.401249932,2015
"3096","South America_Southern","d6",0.1,0.073057259,2040
"3097","Brazil","d9",0.1,0.157907895,2005
"3098","Africa_Northern","d3",0.1,0.059819257,2060
"3099","Argentina","d7",0.1,0.100980132,2015
"3100","Indonesia","d3",0.1,0.053042668,2065
"3101","Japan","d1",0.1,0.026442687,2075
"3102","Europe_Non_EU","d5",0.1,0.060990196,2035
"3103","China","d4",0.1,0.060420509,2035
"3104","Europe_Eastern","d1",0.1,0.031950573,2085
"3105","South America_Northern","d8",0.1,0.119097101,2025
"3106","Russia","d1",0.1,0.016791557,2100
"3107","USA","d3",0.1,0.034527116,2020
"3108","Colombia","d6",0.1,0.066868994,2055
"3109","Brazil","d3",0.1,0.031828579,2100
"3110","Southeast Asia","d8",0.1,0.119977869,2040
"3111","Pakistan","d5",0.1,0.085622216,2075
"3112","Central America and Caribbean","d8",0.1,0.115936566,2045
"3113","Africa_Western","d9",0.1,0.16515488,2055
"3114","Africa_Northern","d1",0.1,0.038711389,2080
"3115","European Free Trade Association","d1",0.1,0.033010646,2015
"3116","Europe_Non_EU","d7",0.1,0.093043236,2015
"3117","EU-12","d4",0.1,0.06874867,2020
"3118","Brazil","d8",0.1,0.11492023,2025
"3119","South Asia","d5",0.1,0.079558495,2080
"3120","EU-15","d1",0.1,0.025320933,2070
"3121","Australia_NZ","d5",0.1,0.08448916,1975
"3122","South America_Northern","d4",0.1,0.063823105,2055
"3123","Africa_Northern","d8",0.1,0.116725409,2035
"3124","Colombia","d3",0.1,0.029374587,2095
"3125","EU-12","d1",0.1,0.022929535,2080
"3126","China","d2",0.1,0.043230916,2050
"3127","EU-12","d2",0.1,0.043100866,2040
"3128","South America_Southern","d9",0.1,0.169904153,2010
"3129","Russia","d6",0.1,0.094237994,1990
"3130","USA","d2",0.1,0.019531065,2100
"3131","Australia_NZ","d1",0.1,0.026252114,2060
"3132","Mexico","d5",0.1,0.065632083,2040
"3133","Pakistan","d7",0.1,0.102007658,2070
"3134","Russia","d4",0.1,0.062591894,2020
"3135","Europe_Eastern","d9",0.1,0.166863231,2020
"3136","EU-15","d4",0.1,0.068955471,1990
"3137","Canada","d2",0.1,0.039435101,2030
"3138","South America_Southern","d2",0.1,0.034234539,2075
"3139","Africa_Eastern","d2",0.1,0.041192586,2100
"3140","Central Asia","d5",0.1,0.06760543,2060
"3141","Mexico","d7",0.1,0.090689627,2025
"3142","South Africa","d5",0.1,0.037482701,2080
"3143","Taiwan","d4",0.1,0.072933676,2030
"3144","South Africa","d4",0.1,0.027852953,2100
"3145","Indonesia","d4",0.1,0.061347285,2060
"3146","Indonesia","d1",0.1,0.032226608,2090
"3147","Colombia","d7",0.1,0.085853606,2045
"3148","EU-15","d2",0.1,0.040976767,2035
"3149","South Korea","d5",0.1,0.078432322,2005
"3150","Central America and Caribbean","d7",0.1,0.090533899,2055
"3151","Brazil","d7",0.1,0.087226719,2040
"3152","Africa_Northern","d9",0.1,0.164228831,2025
"3153","Europe_Eastern","d3",0.1,0.059543911,2055
"3154","Argentina","d1",0.1,0.028690257,2080
"3155","Japan","d2",0.1,0.042946686,2035
"3156","South America_Northern","d7",0.1,0.09871635,2035
"3157","China","d8",0.1,0.11905856,2020
"3158","Africa_Western","d3",0.1,0.048177986,2090
"3159","Southeast Asia","d5",0.1,0.064833412,2065
"3160","South Korea","d2",0.1,0.049072597,2020
"3161","Indonesia","d5",0.1,0.070643292,2055
"3162","Central Asia","d10",0.1,0.245237159,1975
"3163","China","d1",0.1,0.032614015,2070
"3164","Africa_Eastern","d8",0.1,0.121912151,2070
"3165","Africa_Western","d6",0.1,0.079116945,2075
"3166","Japan","d3",0.1,0.056950484,2005
"3167","Japan","d3",0.1,0.05790594,2010
"3168","European Free Trade Association","d1",0.1,0.032469221,2020
"3169","Taiwan","d3",0.1,0.063201184,2035
"3170","South Korea","d9",0.1,0.151565841,1975
"3171","South Korea","d9",0.1,0.151565841,1990
"3172","Indonesia","d6",0.1,0.081708037,2050
"3173","EU-12","d9",0.1,0.158008852,1990
"3174","Brazil","d6",0.1,0.068356399,2055
"3175","Central Asia","d7",0.1,0.099004955,2040
"3176","Argentina","d2",0.1,0.039287808,2060
"3177","Africa_Western","d10",0.1,0.377462108,2035
"3178","Southeast Asia","d7",0.1,0.094814098,2050
"3179","South Asia","d4",0.1,0.070856219,2085
"3180","Africa_Western","d5",0.1,0.066965368,2080
"3181","South America_Northern","d1",0.1,0.033870586,2090
"3182","Colombia","d4",0.1,0.040282097,2080
"3183","Middle East","d2",0.1,0.035524803,2095
"3184","Argentina","d4",0.1,0.05605047,2040
"3185","South Asia","d10",0.1,0.358871806,2035
"3186","South America_Northern","d5",0.1,0.073161972,2050
"3187","Taiwan","d8",0.1,0.122711076,2020
"3188","European Free Trade Association","d2",0.1,0.045004918,1990
"3189","USA","d3",0.1,0.033288595,2025
"3190","Argentina","d6",0.1,0.079271597,2025
"3191","EU-12","d7",0.1,0.106601547,2005
"3192","Central America and Caribbean","d10",0.1,0.376598339,1990
"3193","USA","d4",0.1,0.056246897,1990
"3194","Africa_Western","d4",0.1,0.057160827,2085
"3195","Africa_Western","d7",0.1,0.09585907,2070
"3196","Australia_NZ","d2",0.1,0.04214045,2020
"3197","Europe_Non_EU","d2",0.1,0.024126135,2090
"3198","Central America and Caribbean","d3",0.1,0.049055783,2080
"3199","Indonesia","d7",0.1,0.096441995,2045
"3200","Colombia","d9",0.1,0.158837361,2015
"3201","EU-12","d1",0.1,0.022337183,2085
"3202","Pakistan","d1",0.1,0.044773487,2100
"3203","Canada","d2",0.1,0.038661381,2035
"3204","Europe_Non_EU","d7",0.1,0.093000816,2020
"3205","Brazil","d5",0.1,0.054156722,2070
"3206","Brazil","d4",0.1,0.042367447,2085
"3207","South Korea","d4",0.1,0.067785714,2010
"3208","Central America and Caribbean","d9",0.1,0.18226168,2030
"3209","Pakistan","d10",0.1,0.260314227,2045
"3210","Argentina","d3",0.1,0.047472528,2050
"3211","South America_Southern","d5",0.1,0.061050425,2050
"3212","Taiwan","d6",0.1,0.093501188,2025
"3213","South Africa","d6",0.1,0.050237841,2065
"3214","Russia","d2",0.1,0.037427856,2040
"3215","Middle East","d5",0.1,0.059824804,2065
"3216","South America_Southern","d3",0.1,0.04385829,2065
"3217","Europe_Eastern","d4",0.1,0.068703534,2050
"3218","Middle East","d3",0.1,0.042845282,2085
"3219","India","d8",0.1,0.100211335,2055
"3220","Europe_Eastern","d7",0.1,0.101275849,2035
"3221","Europe_Non_EU","d3",0.1,0.036544479,2065
"3222","Japan","d1",0.1,0.026513507,2080
"3223","Taiwan","d4",0.1,0.067544766,2005
"3224","EU-12","d6",0.1,0.09267491,2010
"3225","Mexico","d6",0.1,0.076363225,2035
"3226","Europe_Eastern","d2",0.1,0.049344816,2065
"3227","Africa_Eastern","d7",0.1,0.103052381,2075
"3228","Colombia","d8",0.1,0.113504811,2035
"3229","EU-12","d3",0.1,0.056437562,2030
"3230","Japan","d3",0.1,0.055262841,2015
"3231","Middle East","d4",0.1,0.050899351,2075
"3232","South Asia","d3",0.1,0.063046765,2090
"3233","Africa_Southern","d10",0.1,0.398467697,2040
"3234","EU-15","d7",0.1,0.102356863,1975
"3235","Central Asia","d3",0.1,0.050669733,2080
"3236","Europe_Non_EU","d4",0.1,0.048242546,2050
"3237","Europe_Non_EU","d8",0.1,0.125142177,2010
"3238","South America_Northern","d8",0.1,0.124401988,2015
"3239","Central Asia","d4",0.1,0.059610514,2070
"3240","South America_Northern","d8",0.1,0.128760754,2010
"3241","South America_Northern","d8",0.1,0.117074961,1975
"3242","Taiwan","d3",0.1,0.056195441,2010
"3243","Europe_Eastern","d6",0.1,0.088499932,2040
"3244","Southeast Asia","d6",0.1,0.07629589,2060
"3245","Australia_NZ","d1",0.1,0.026271695,2065
"3246","Central Asia","d8",0.1,0.135972711,2030
"3247","Japan","d2",0.1,0.042793984,2040
"3248","Europe_Eastern","d8",0.1,0.120955774,2030
"3249","Central Asia","d2",0.1,0.040593385,2095
"3250","EU-12","d5",0.1,0.082135312,2015
"3251","Russia","d6",0.1,0.0904,2010
"3252","European Free Trade Association","d1",0.1,0.032263304,2025
"3253","Indonesia","d2",0.1,0.045847474,2075
"3254","Europe_Eastern","d5",0.1,0.078176294,2045
"3255","USA","d3",0.1,0.032422075,2030
"3256","Middle East","d8",0.1,0.108292159,2010
"3257","South Korea","d3",0.1,0.061126742,2015
"3258","Pakistan","d4",0.1,0.079053026,2080
"3259","South America_Northern","d6",0.1,0.084361521,2045
"3260","Japan","d3",0.1,0.054712216,2020
"3261","Colombia","d9",0.1,0.162186502,2020
"3262","South Africa","d9",0.1,0.170146349,2015
"3263","Australia_NZ","d3",0.1,0.055499299,2005
"3264","South Africa","d7",0.1,0.068136826,2050
"3265","EU-15","d1",0.1,0.025501262,2075
"3266","Middle East","d7",0.1,0.084165151,2045
"3267","Middle East","d6",0.1,0.072193051,2055
"3268","China","d9",0.1,0.157373323,2015
"3269","Central Asia","d10",0.1,0.313223317,1990
"3270","South America_Northern","d3",0.1,0.056076742,2065
"3271","Africa_Western","d8",0.1,0.120421745,2065
"3272","Southeast Asia","d3",0.1,0.049056619,2080
"3273","Europe_Eastern","d1",0.1,0.031990634,2090
"3274","EU-15","d2",0.1,0.040884114,2040
"3275","Southeast Asia","d10",0.1,0.459510264,1990
"3276","Africa_Eastern","d6",0.1,0.087245179,2080
"3277","Taiwan","d1",0.1,0.037228673,2065
"3278","South Korea","d1",0.1,0.032244092,2040
"3279","South America_Southern","d8",0.1,0.119181459,2025
"3280","Colombia","d3",0.1,0.029076741,2100
"3281","Indonesia","d8",0.1,0.118105556,2040
"3282","South America_Southern","d7",0.1,0.090912721,2035
"3283","Russia","d7",0.1,0.107594348,1975
"3284","Canada","d2",0.1,0.037883176,2040
"3285","EU-12","d2",0.1,0.042638982,2045
"3286","South Asia","d7",0.1,0.100395153,2075
"3287","Australia_NZ","d5",0.1,0.076671046,1990
"3288","Pakistan","d6",0.1,0.093368119,2075
"3289","EU-12","d1",0.1,0.021761298,2090
"3290","Colombia","d5",0.1,0.05228578,2070
"3291","Japan","d8",0.1,0.119932589,1975
"3292","Argentina","d7",0.1,0.095863659,2020
"3293","Europe_Non_EU","d2",0.1,0.023579158,2095
"3294","Europe_Non_EU","d6",0.1,0.074888722,2030
"3295","Central Asia","d6",0.1,0.079603423,2055
"3296","Middle East","d8",0.1,0.11262082,2030
"3297","Central America and Caribbean","d4",0.1,0.058299348,2075
"3298","EU-15","d3",0.1,0.057749931,2005
"3299","Europe_Non_EU","d5",0.1,0.06055696,2040
"3300","EU-15","d3",0.1,0.057135775,2010
"3301","Taiwan","d2",0.1,0.051841154,2015
"3302","South Asia","d8",0.1,0.118734148,2070
"3303","South Africa","d5",0.1,0.037641631,2085
"3304","Mexico","d1",0.1,0.038389835,2070
"3305","India","d9",0.1,0.16642221,2040
"3306","USA","d3",0.1,0.031845102,2035
"3307","Africa_Northern","d6",0.1,0.085657566,2050
"3308","South Africa","d8",0.1,0.096883247,2035
"3309","Southeast Asia","d2",0.1,0.041042188,2090
"3310","Australia_NZ","d2",0.1,0.041807849,2025
"3311","South America_Northern","d8",0.1,0.119044258,2030
"3312","European Free Trade Association","d1",0.1,0.032051618,2030
"3313","China","d3",0.1,0.052671701,2045
"3314","Taiwan","d2",0.1,0.053120391,2045
"3315","Brazil","d7",0.1,0.087202862,2045
"3316","Africa_Eastern","d9",0.1,0.162462472,2065
"3317","Australia_NZ","d3",0.1,0.054831412,2010
"3318","China","d7",0.1,0.097762969,2025
"3319","EU-15","d3",0.1,0.056157859,2015
"3320","Brazil","d8",0.1,0.114809516,2030
"3321","Colombia","d6",0.1,0.066713219,2060
"3322","Argentina","d5",0.1,0.066840874,2035
"3323","Taiwan","d9",0.1,0.148713576,1990
"3324","Africa_Northern","d2",0.1,0.053271821,2070
"3325","Africa_Northern","d7",0.1,0.098332245,2045
"3326","Africa_Eastern","d3",0.1,0.053304208,2095
"3327","South America_Northern","d2",0.1,0.048019498,2075
"3328","Russia","d3",0.1,0.050216824,2030
"3329","Africa_Eastern","d10",0.1,0.31297999,2050
"3330","Central America and Caribbean","d2",0.1,0.037293394,2095
"3331","Africa_Northern","d1",0.1,0.039416851,2085
"3332","Africa_Southern","d3",0.1,0.048144849,2100
"3333","Africa_Northern","d5",0.1,0.076639634,2055
"3334","Canada","d2",0.1,0.037084058,2045
"3335","Southeast Asia","d9",0.1,0.180826849,2030
"3336","Central America and Caribbean","d5",0.1,0.067571975,2070
"3337","Brazil","d6",0.1,0.068364384,2060
"3338","Middle East","d8",0.1,0.108996829,2015
"3339","EU-12","d4",0.1,0.067678491,2025
"3340","Japan","d2",0.1,0.042659052,2045
"3341","Russia","d2",0.1,0.037012992,2045
"3342","Mexico","d2",0.1,0.048086323,2060
"3343","Russia","d6",0.1,0.088782244,2015
"3344","Canada","d6",0.1,0.0913,1975
"3345","Japan","d1",0.1,0.026613016,2085
"3346","South America_Southern","d6",0.1,0.073843468,2045
"3347","Argentina","d1",0.1,0.029640471,2085
"3348","Pakistan","d8",0.1,0.114290093,2070
"3349","Africa_Eastern","d5",0.1,0.075808751,2085
"3350","Pakistan","d3",0.1,0.071843724,2085
"3351","Pakistan","d2",0.1,0.062554501,2090
"3352","EU-12","d1",0.1,0.021210085,2095
"3353","Southeast Asia","d4",0.1,0.057111688,2075
"3354","South America_Southern","d4",0.1,0.052436319,2060
"3355","China","d2",0.1,0.044828721,2055
"3356","Australia_NZ","d1",0.1,0.026234485,2070
"3357","Africa_Western","d2",0.1,0.040059426,2100
"3358","Russia","d7",0.1,0.105929184,1990
"3359","South America_Northern","d4",0.1,0.064936007,2060
"3360","Central Asia","d5",0.1,0.069310798,2065
"3361","Brazil","d4",0.1,0.042343024,2090
"3362","South Asia","d9",0.1,0.14337302,2065
"3363","South Asia","d6",0.1,0.090116924,2080
"3364","South America_Northern","d7",0.1,0.09889847,2040
"3365","Pakistan","d9",0.1,0.136514754,2065
"3366","Colombia","d4",0.1,0.040034961,2085
"3367","Europe_Non_EU","d3",0.1,0.036045369,2070
"3368","USA","d3",0.1,0.031405052,2040
"3369","Africa_Northern","d4",0.1,0.06874801,2060
"3370","Colombia","d7",0.1,0.085734929,2050
"3371","Brazil","d5",0.1,0.054167378,2075
"3372","Europe_Eastern","d10",0.1,0.250666742,2010
"3373","EU-15","d3",0.1,0.055082069,2020
"3374","Africa_Southern","d9",0.1,0.165259351,2065
"3375","Europe_Non_EU","d2",0.1,0.022984535,2100
"3376","Europe_Eastern","d10",0.1,0.260202858,2015
"3377","Mexico","d7",0.1,0.091717571,2030
"3378","Japan","d3",0.1,0.054274059,2025
"3379","Argentina","d9",0.1,0.157200002,1975
"3380","Mexico","d8",0.1,0.114740898,2020
"3381","Europe_Eastern","d3",0.1,0.059712438,2060
"3382","Indonesia","d1",0.1,0.033181979,2095
"3383","Japan","d5",0.1,0.074130541,1990
"3384","Australia_NZ","d6",0.1,0.096654663,1975
"3385","Africa_Northern","d3",0.1,0.061408872,2065
"3386","Canada","d2",0.1,0.036246304,2050
"3387","Argentina","d4",0.1,0.056681758,2045
"3388","Mexico","d3",0.1,0.054497813,2055
"3389","Indonesia","d3",0.1,0.05476608,2070
"3390","Mexico","d4",0.1,0.06064209,2050
"3391","Canada","d4",0.1,0.071987177,1990
"3392","South America_Southern","d2",0.1,0.035371223,2080
"3393","Central America and Caribbean","d8",0.1,0.116972544,2050
"3394","South Africa","d6",0.1,0.050399504,2070
"3395","South America_Southern","d9",0.1,0.168940716,2015
"3396","Taiwan","d5",0.1,0.082896508,2030
"3397","China","d1",0.1,0.034428218,2075
"3398","South Asia","d2",0.1,0.052325662,2100
"3399","USA","d6",0.1,0.087748372,1975
"3400","EU-12","d5",0.1,0.079242361,2020
"3401","Central Asia","d7",0.1,0.099497433,2045
"3402","Central Asia","d2",0.1,0.040737698,2100
"3403","South America_Northern","d9",0.1,0.154189134,2020
"3404","Europe_Non_EU","d4",0.1,0.047765198,2055
"3405","European Free Trade Association","d1",0.1,0.031891992,2035
"3406","China","d4",0.1,0.061529789,2040
"3407","Central America and Caribbean","d6",0.1,0.079021964,2065
"3408","EU-15","d2",0.1,0.040867947,2045
"3409","South America_Northern","d1",0.1,0.034779522,2095
"3410","EU-15","d1",0.1,0.025692342,2080
"3411","Middle East","d2",0.1,0.036632112,2100
"3412","Africa_Northern","d8",0.1,0.116757544,2040
"3413","Africa_Eastern","d4",0.1,0.065322446,2090
"3414","Mexico","d5",0.1,0.068099325,2045
"3415","Australia_NZ","d3",0.1,0.054133182,2015
"3416","Southeast Asia","d8",0.1,0.12166416,2045
"3417","South Korea","d6",0.1,0.089677526,2005
"3418","China","d6",0.1,0.082741997,2030
"3419","Argentina","d2",0.1,0.040866675,2065
"3420","EU-12","d2",0.1,0.042200912,2050
"3421","Australia_NZ","d2",0.1,0.041491474,2030
"3422","USA","d3",0.1,0.031057835,2045
"3423","South America_Northern","d5",0.1,0.074154537,2055
"3424","Central Asia","d3",0.1,0.051541859,2085
"3425","Africa_Southern","d4",0.1,0.058396713,2095
"3426","Canada","d2",0.1,0.03535005,2055
"3427","USA","d3",0.1,0.046440066,2010
"3428","Brazil","d9",0.1,0.158991488,2010
"3429","EU-15","d5",0.1,0.079910724,1990
"3430","China","d5",0.1,0.071151097,2035
"3431","South Africa","d9",0.1,0.157418778,2020
"3432","India","d8",0.1,0.096740179,2060
"3433","Canada","d3",0.1,0.056697165,2010
"3434","Brazil","d9",0.1,0.156357818,2015
"3435","Europe_Eastern","d1",0.1,0.032034696,2095
"3436","EU-12","d3",0.1,0.055705376,2035
"3437","Pakistan","d5",0.1,0.086324574,2080
"3438","Africa_Southern","d5",0.1,0.068970577,2090
"3439","Africa_Southern","d7",0.1,0.09696871,2080
"3440","Africa_Southern","d6",0.1,0.081532883,2085
"3441","EU-12","d1",0.1,0.020668239,2100
"3442","Europe_Eastern","d2",0.1,0.049423945,2070
"3443","Argentina","d3",0.1,0.048771752,2055
"3444","Indonesia","d4",0.1,0.062967015,2065
"3445","South America_Northern","d9",0.1,0.165517261,1990
"3446","South Asia","d5",0.1,0.08085934,2085
"3447","Africa_Southern","d8",0.1,0.11671403,2075
"3448","Argentina","d6",0.1,0.079439778,2030
"3449","Canada","d3",0.1,0.057240658,2005
"3450","Taiwan","d1",0.1,0.037870106,2070
"3451","Russia","d2",0.1,0.036617355,2050
"3452","Japan","d2",0.1,0.0425366,2050
"3453","Central Asia","d4",0.1,0.061119313,2075
"3454","Middle East","d4",0.1,0.05230506,2080
"3455","Middle East","d5",0.1,0.061858847,2070
"3456","Central America and Caribbean","d7",0.1,0.092261106,2060
"3457","Russia","d4",0.1,0.062100212,2025
"3458","Indonesia","d5",0.1,0.071775876,2060
"3459","Taiwan","d3",0.1,0.063811123,2040
"3460","Canada","d2",0.1,0.03439617,2060
"3461","Indonesia","d9",0.1,0.155450521,2035
"3462","European Free Trade Association","d3",0.1,0.058904744,1975
"3463","Europe_Eastern","d4",0.1,0.069485532,2055
"3464","Middle East","d3",0.1,0.044443304,2090
"3465","South Africa","d7",0.1,0.068442593,2055
"3466","USA","d3",0.1,0.030776581,2050
"3467","Colombia","d8",0.1,0.113431724,2040
"3468","Taiwan","d4",0.1,0.073243537,2035
"3469","South Africa","d5",0.1,0.037816582,2090
"3470","Pakistan","d7",0.1,0.102409263,2075
"3471","Southeast Asia","d5",0.1,0.067355175,2070
"3472","Taiwan","d7",0.1,0.106260023,2025
"3473","Africa_Northern","d9",0.1,0.162065695,2030
"3474","Central Asia","d9",0.1,0.182395903,2025
"3475","South Korea","d2",0.1,0.049241294,2025
"3476","Southeast Asia","d7",0.1,0.096724203,2055
"3477","Colombia","d9",0.1,0.162379298,2025
"3478","Central America and Caribbean","d3",0.1,0.050050871,2085
"3479","Australia_NZ","d1",0.1,0.026207133,2075
"3480","Europe_Non_EU","d7",0.1,0.092701141,2025
"3481","Middle East","d6",0.1,0.07394673,2060
"3482","Argentina","d8",0.1,0.124693765,2010
"3483","Indonesia","d6",0.1,0.082702091,2055
"3484","Central America and Caribbean","d9",0.1,0.182654532,2035
"3485","Mexico","d6",0.1,0.078175677,2040
"3486","EU-15","d3",0.1,0.054705672,2025
"3487","Middle East","d7",0.1,0.086792589,2050
"3488","Russia","d5",0.1,0.074614995,2020
"3489","South America_Northern","d6",0.1,0.084961053,2050
"3490","Europe_Eastern","d5",0.1,0.078419775,2050
"3491","Europe_Non_EU","d5",0.1,0.060121782,2045
"3492","Colombia","d5",0.1,0.052076219,2075
"3493","Japan","d4",0.1,0.067924486,2010
"3494","South Korea","d5",0.1,0.07795708,2010
"3495","South Korea","d1",0.1,0.032868456,2045
"3496","South America_Southern","d5",0.1,0.062531554,2055
"3497","Japan","d4",0.1,0.066964735,2005
"3498","Brazil","d7",0.1,0.087192502,2050
"3499","Russia","d8",0.1,0.121727208,2005
"3500","South America_Northern","d9",0.1,0.162201316,2005
"3501","Japan","d1",0.1,0.026745954,2090
"3502","European Free Trade Association","d1",0.1,0.03184265,2040
"3503","Europe_Eastern","d9",0.1,0.164433214,2025
"3504","Middle East","d8",0.1,0.112717468,2035
"3505","Europe_Eastern","d6",0.1,0.088471541,2045
"3506","Central Asia","d6",0.1,0.081067779,2060
"3507","EU-12","d7",0.1,0.106272474,2010
"3508","Japan","d3",0.1,0.053960043,2030
"3509","South Asia","d4",0.1,0.072206145,2090
"3510","Africa_Western","d9",0.1,0.164303802,2060
"3511","India","d8",0.1,0.040916413,2100
"3512","Europe_Non_EU","d6",0.1,0.074522953,2035
"3513","South Asia","d10",0.1,0.353264614,2040
"3514","Europe_Non_EU","d3",0.1,0.035548972,2075
"3515","Taiwan","d5",0.1,0.077725892,2005
"3516","USA","d3",0.1,0.030551992,2055
"3517","Canada","d2",0.1,0.033391101,2065
"3518","South America_Southern","d3",0.1,0.045709282,2070
"3519","Brazil","d6",0.1,0.068378559,2065
"3520","South America_Northern","d3",0.1,0.057554498,2070
"3521","Africa_Western","d3",0.1,0.049617718,2095
"3522","Africa_Southern","d10",0.1,0.386431765,2045
"3523","Brazil","d8",0.1,0.114751565,2035
"3524","Indonesia","d7",0.1,0.097077928,2050
"3525","Central Asia","d8",0.1,0.133635707,2035
"3526","Europe_Eastern","d7",0.1,0.101566116,2040
"3527","Australia_NZ","d2",0.1,0.041397441,2035
"3528","Brazil","d4",0.1,0.042303024,2095
"3529","EU-12","d8",0.1,0.126022216,2005
"3530","EU-12","d6",0.1,0.094246225,2015
"3531","Indonesia","d2",0.1,0.047371056,2080
"3532","Pakistan","d10",0.1,0.253618866,2050
"3533","Russia","d8",0.1,0.121840556,1975
"3534","Europe_Non_EU","d9",0.1,0.161790342,2005
"3535","South America_Northern","d8",0.1,0.119140624,2035
"3536","Argentina","d8",0.1,0.12579433,2015
"3537","EU-15","d2",0.1,0.040948167,2050
"3538","Brazil","d5",0.1,0.054167423,2080
"3539","Africa_Western","d6",0.1,0.080175032,2080
"3540","Southeast Asia","d6",0.1,0.078376212,2065
"3541","Canada","d3",0.1,0.056827085,2015
"3542","Africa_Western","d10",0.1,0.37243661,2040
